OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
328,53033028600,"Census Tract 286, King County, Washington",5857,5317,145,101,44,13,0,13,11,11,0,13,13,0,21,21,0,0,0,0,14,14,0,90,90,0,34,34,0,118,118,0,0,0,0,81,45,36,5Y20,King County Balance,,,,,286
329,53033028700,"Census Tract 287, King County, Washington",5121,3852,266,208,58,16,7,9,0,0,0,27,24,3,374,162,212,0,0,0,0,0,0,76,48,28,76,70,6,229,133,96,44,37,7,161,99,62,5Y20,King County Balance,,,,,287
330,53033028801,"Census Tract 288.01, King County, Washington",3282,2223,722,408,314,0,0,0,32,32,0,15,15,0,0,0,0,0,0,0,29,0,29,0,0,0,11,0,11,93,72,21,10,10,0,147,85,62,5Y20,King County Balance,,,,,288.01
331,53033028802,"Census Tract 288.02, King County, Washington",6649,2907,1603,456,1147,557,274,283,0,0,0,70,11,59,28,28,0,13,0,13,132,12,120,0,0,0,165,98,67,261,261,0,0,0,0,913,241,672,5Y20,King County Balance,,,,,288.02
332,53033028901,"Census Tract 289.01, King County, Washington",3241,2424,501,405,96,9,0,9,0,0,0,7,7,0,14,13,1,0,0,0,2,1,1,29,29,0,55,38,17,101,74,27,0,0,0,99,49,50,5Y20,King County Balance,,,,,289.01
333,53033028902,"Census Tract 289.02, King County, Washington",6309,3435,1660,774,886,14,14,0,0,0,0,0,0,0,231,149,82,0,0,0,13,13,0,58,13,45,14,14,0,553,481,72,0,0,0,331,110,221,5Y20,King County Balance,,,,,289.02
334,53033029001,"Census Tract 290.01, King County, Washington",4471,3754,315,190,125,18,18,0,7,7,0,0,0,0,80,33,47,27,0,27,5,0,5,116,63,53,24,24,0,111,97,14,0,0,0,14,0,14,5Y20,King County Balance,,,,,290.01
335,53033029003,"Census Tract 290.03, King County, Washington",5436,2771,754,314,440,19,19,0,0,0,0,92,26,66,196,97,99,56,23,33,272,0,272,636,300,336,10,0,10,92,72,20,0,0,0,538,538,0,5Y20,King County Balance,,,,,290.03
336,53033029004,"Census Tract 290.04, King County, Washington",3737,1071,1667,826,841,39,19,20,0,0,0,8,0,8,484,125,359,0,0,0,9,5,4,32,21,11,163,117,46,73,73,0,66,66,0,125,53,72,5Y20,King County Balance,,,,,290.04
337,53033029101,"Census Tract 291.01, King County, Washington",3204,1863,417,267,150,18,18,0,9,9,0,12,12,0,46,35,11,32,12,20,30,10,20,126,38,88,147,118,29,21,11,10,0,0,0,483,365,118,5Y20,King County Balance,,,,,291.01
338,53033029102,"Census Tract 291.02, King County, Washington",4723,2712,954,383,571,0,0,0,3,3,0,41,25,16,589,173,416,0,0,0,0,0,0,63,28,35,14,14,0,274,229,45,0,0,0,73,43,30,5Y20,King County Balance,,,,,291.02
339,53033029203,"Census Tract 292.03, King County, Washington",4060,3128,503,229,274,0,0,0,30,30,0,21,21,0,110,21,89,10,10,0,25,0,25,10,10,0,89,71,18,134,75,59,0,0,0,0,0,0,5Y20,King County Balance,,,,,292.03
340,53033029205,"Census Tract 292.05, King County, Washington",4731,2680,765,320,445,0,0,0,28,28,0,0,0,0,46,27,19,25,12,13,39,27,12,159,39,120,197,116,81,191,147,44,202,101,101,399,247,152,5Y20,King County Balance,,,,,292.05
341,53033029206,"Census Tract 292.06, King County, Washington",4307,2348,888,356,532,152,59,93,0,0,0,0,0,0,17,8,9,29,29,0,26,17,9,16,0,16,62,46,16,559,288,271,103,8,95,107,74,33,5Y20,King County Balance,,,,,292.06
342,53033029207,"Census Tract 292.07, King County, Washington",2607,1614,386,244,142,15,15,0,0,0,0,0,0,0,83,29,54,0,0,0,0,0,0,186,87,99,188,188,0,135,55,80,0,0,0,0,0,0,5Y20,King County Balance,,,,,292.07
343,53033029208,"Census Tract 292.08, King County, Washington",3827,2690,530,320,210,0,0,0,0,0,0,15,0,15,125,15,110,32,17,15,0,0,0,18,0,18,39,0,39,282,99,183,43,0,43,53,53,0,5Y20,King County Balance,,,,,292.08
344,53033029304,"Census Tract 293.04, King County, Washington",4642,3274,282,160,122,0,0,0,0,0,0,42,20,22,246,135,111,81,52,29,206,108,98,129,82,47,116,64,52,185,122,63,0,0,0,81,81,0,5Y20,King County Balance,,,,,293.04
345,53033029305,"Census Tract 293.05, King County, Washington",4224,1865,519,323,196,29,24,5,0,0,0,91,46,45,835,504,331,7,7,0,136,4,132,235,99,136,406,349,57,101,95,6,0,0,0,0,0,0,5Y20,King County Balance,,,,,293.05
346,53033029306,"Census Tract 293.06, King County, Washington",3252,1888,58,41,17,0,0,0,0,0,0,259,109,150,194,102,92,23,23,0,345,108,237,276,53,223,138,78,60,29,17,12,0,0,0,42,28,14,5Y20,King County Balance,,,,,293.06
347,53033029307,"Census Tract 293.07, King County, Washington",4028,3009,58,57,1,17,0,17,34,34,0,62,33,29,67,59,8,0,0,0,221,121,100,380,172,208,0,0,0,97,60,37,0,0,0,83,37,46,5Y20,King County Balance,,,,,293.07
348,53033029308,"Census Tract 293.08, King County, Washington",3227,2261,0,0,0,32,32,0,0,0,0,74,50,24,6,0,6,0,0,0,115,65,50,333,258,75,179,145,34,221,166,55,6,0,6,0,0,0,5Y20,King County Balance,,,,,293.08
349,53033029309,"Census Tract 293.09, King County, Washington",4256,2929,81,81,0,0,0,0,16,16,0,99,31,68,225,158,67,83,72,11,222,77,145,355,57,298,64,64,0,48,44,4,34,0,34,100,97,3,5Y20,King County Balance,,,,,293.09
350,53033029403,"Census Tract 294.03, King County, Washington",5810,3259,528,274,254,21,21,0,0,0,0,169,49,120,397,249,148,118,46,72,308,263,45,267,160,107,211,173,38,235,111,124,76,37,39,221,196,25,5Y20,King County Balance,,,,,294.03
351,53033029405,"Census Tract 294.05, King County, Washington",5448,3486,327,258,69,0,0,0,5,5,0,152,82,70,281,129,152,7,7,0,284,100,184,224,32,192,233,147,86,234,130,104,139,110,29,76,76,0,5Y20,King County Balance,,,,,294.05
352,53033029406,"Census Tract 294.06, King County, Washington",4440,2504,267,116,151,23,16,7,0,0,0,113,73,40,371,275,96,0,0,0,189,114,75,189,55,134,217,183,34,387,327,60,50,0,50,130,113,17,5Y20,King County Balance,,,,,294.06
353,53033029407,"Census Tract 294.07, King County, Washington",4307,1974,285,194,91,41,20,21,0,0,0,257,60,197,511,198,313,0,0,0,156,0,156,244,82,162,261,199,62,187,97,90,123,9,114,268,230,38,5Y20,King County Balance,,,,,294.07
354,53033029408,"Census Tract 294.08, King County, Washington",4250,2296,1173,580,593,53,53,0,0,0,0,68,34,34,269,139,130,0,0,0,20,5,15,74,7,67,110,42,68,121,16,105,0,0,0,66,55,11,5Y20,King County Balance,,,,,294.08
355,53033029504,"Census Tract 295.04, King County, Washington",5672,3172,430,181,249,0,0,0,21,21,0,711,94,617,453,395,58,0,0,0,109,14,95,109,84,25,21,10,11,399,152,247,56,28,28,191,191,0,5Y20,King County Balance,,,,,295.04
356,53033029505,"Census Tract 295.05, King County, Washington",3525,1409,490,393,97,18,18,0,26,26,0,172,51,121,575,391,184,43,0,43,81,59,22,87,87,0,49,16,33,160,0,160,79,0,79,336,336,0,5Y20,King County Balance,,,,,295.05
357,53033029506,"Census Tract 295.06, King County, Washington",4174,2044,799,467,332,0,0,0,0,0,0,232,0,232,383,226,157,0,0,0,0,0,0,163,76,87,210,115,95,75,34,41,0,0,0,268,62,206,5Y20,King County Balance,,,,,295.06
358,53033029507,"Census Tract 295.07, King County, Washington",3321,1504,161,126,35,0,0,0,0,0,0,334,209,125,245,59,186,0,0,0,351,112,239,92,64,28,24,6,18,610,422,188,0,0,0,0,0,0,5Y20,King County Balance,,,,,295.07
359,53033029508,"Census Tract 295.08, King County, Washington",3517,2726,134,134,0,0,0,0,0,0,0,76,63,13,147,73,74,98,42,56,0,0,0,233,54,179,46,46,0,40,25,15,0,0,0,17,0,17,5Y20,King County Balance,,,,,295.08
360,53033029602,"Census Tract 296.02, King County, Washington",6120,4293,332,278,54,0,0,0,0,0,0,351,219,132,469,263,206,67,10,57,6,6,0,290,173,117,138,100,38,174,97,77,0,0,0,0,0,0,5Y20,King County Balance,,,,,296.02
361,53033029603,"Census Tract 296.03, King County, Washington",4072,2180,338,219,119,37,20,17,0,0,0,24,11,13,313,35,278,119,95,24,26,9,17,438,215,223,224,141,83,327,210,117,13,13,0,33,33,0,5Y20,King County Balance,,,,,296.03
362,53033029604,"Census Tract 296.04, King County, Washington",3051,1675,38,21,17,0,0,0,8,8,0,273,220,53,326,244,82,93,0,93,0,0,0,116,67,49,52,12,40,141,19,122,16,16,0,313,203,110,5Y20,King County Balance,,,,,296.04
363,53033029701,"Census Tract 297.01, King County, Washington",4292,3028,657,398,259,0,0,0,0,0,0,76,22,54,24,24,0,0,0,0,348,35,313,0,0,0,49,26,23,81,49,32,0,0,0,29,0,29,5Y20,King County Balance,,,,,297.01
364,53033029702,"Census Tract 297.02, King County, Washington",2725,1512,423,195,228,0,0,0,15,15,0,166,0,166,146,39,107,56,56,0,142,136,6,17,17,0,174,149,25,0,0,0,0,0,0,74,34,40,5Y20,King County Balance,,,,,297.02
365,53033029803,"Census Tract 298.03, King County, Washington",3381,2322,612,298,314,0,0,0,35,35,0,75,75,0,198,125,73,0,0,0,21,21,0,0,0,0,14,14,0,85,31,54,19,19,0,0,0,0,5Y20,King County Balance,,,,,298.03
366,53033029804,"Census Tract 298.04, King County, Washington",4402,3081,195,80,115,0,0,0,0,0,0,429,244,185,95,95,0,0,0,0,67,33,34,191,61,130,63,7,56,281,200,81,0,0,0,0,0,0,5Y20,King County Balance,,,,,298.04
367,53033029805,"Census Tract 298.05, King County, Washington",4277,3137,106,74,32,0,0,0,0,0,0,470,405,65,274,204,70,0,0,0,0,0,0,0,0,0,72,0,72,64,32,32,0,0,0,154,154,0,5Y20,King County Balance,,,,,298.05
368,53033029806,"Census Tract 298.06, King County, Washington",5327,2916,884,393,491,0,0,0,0,0,0,195,94,101,251,191,60,404,168,236,132,28,104,104,22,82,302,159,143,139,120,19,0,0,0,0,0,0,5Y20,King County Balance,,,,,298.06
369,53033029901,"Census Tract 299.01, King County, Washington",4480,2949,176,152,24,9,9,0,11,11,0,602,241,361,42,42,0,245,91,154,0,0,0,17,8,9,194,173,21,45,42,3,0,0,0,190,157,33,5Y20,King County Balance,,,,,299.01
370,53033029902,"Census Tract 299.02, King County, Washington",4339,2955,175,129,46,12,12,0,16,16,0,278,155,123,124,45,79,320,95,225,164,95,69,59,28,31,81,81,0,134,98,36,0,0,0,21,21,0,5Y20,King County Balance,,,,,299.02
371,53033030003,"Census Tract 300.03, King County, Washington",6311,4214,1240,388,852,208,15,193,45,31,14,110,53,57,38,38,0,45,29,16,0,0,0,41,41,0,51,43,8,0,0,0,0,0,0,319,49,270,5Y20,King County Balance,,,,,300.03
372,53033030005,"Census Tract 300.05, King County, Washington",5266,2584,1792,1172,620,113,82,31,0,0,0,268,162,106,156,136,20,42,21,21,13,9,4,56,14,42,126,66,60,110,29,81,0,0,0,6,0,6,5Y20,King County Balance,,,,,300.05
373,53033030006,"Census Tract 300.06, King County, Washington",4053,1838,1003,442,561,71,10,61,0,0,0,37,25,12,0,0,0,192,51,141,23,0,23,14,0,14,24,24,0,96,54,42,0,0,0,755,403,352,5Y20,King County Balance,,,,,300.06
374,53033030007,"Census Tract 300.07, King County, Washington",2829,1173,500,182,318,655,124,531,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,85,41,44,98,28,70,0,0,0,264,0,264,5Y20,King County Balance,,,,,300.07
375,53033030008,"Census Tract 300.08, King County, Washington",4250,2354,903,543,360,13,13,0,0,0,0,176,21,155,204,188,16,16,16,0,40,0,40,99,25,74,15,9,6,138,63,75,0,0,0,292,249,43,5Y20,King County Balance,,,,,300.08
376,53033030101,"Census Tract 301.01, King County, Washington",3961,3298,49,39,10,15,15,0,20,20,0,273,244,29,8,8,0,9,9,0,52,0,52,0,0,0,0,0,0,184,132,52,0,0,0,53,0,53,5Y20,King County Balance,,,,,301.01
377,53033030102,"Census Tract 301.02, King County, Washington",3478,2830,76,76,0,5,0,5,18,18,0,0,0,0,222,113,109,172,71,101,126,76,50,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,5Y20,King County Balance,,,,,301.02
378,53033030201,"Census Tract 302.01, King County, Washington",5445,3100,1194,715,479,0,0,0,37,37,0,319,150,169,54,47,7,39,17,22,44,37,7,0,0,0,108,83,25,407,159,248,49,49,0,94,94,0,5Y20,King County Balance,,,,,302.01
379,53033030203,"Census Tract 302.03, King County, Washington",3180,2151,317,85,232,84,12,72,0,0,0,0,0,0,53,53,0,35,35,0,0,0,0,100,35,65,15,15,0,42,23,19,292,196,96,91,91,0,5Y20,King County Balance,,,,,302.03
380,53033030204,"Census Tract 302.04, King County, Washington",3628,1665,286,164,122,8,0,8,33,33,0,695,79,616,21,0,21,193,13,180,177,0,177,9,0,9,51,51,0,248,183,65,0,0,0,242,159,83,5Y20,King County Balance,,,,,302.04
381,53033030304,"Census Tract 303.04, King County, Washington",4066,2576,222,88,134,1,0,1,41,20,21,150,118,32,77,46,31,273,93,180,20,0,20,161,19,142,160,66,94,283,174,109,0,0,0,102,102,0,5Y20,King County Balance,,,,,303.04
382,53033030305,"Census Tract 303.05, King County, Washington",4643,3278,314,235,79,0,0,0,82,82,0,425,378,47,43,30,13,205,60,145,100,52,48,146,92,54,0,0,0,35,35,0,15,15,0,0,0,0,5Y20,King County Balance,,,,,303.05
383,53033030306,"Census Tract 303.06, King County, Washington",5500,4170,447,241,206,0,0,0,0,0,0,179,133,46,24,12,12,342,183,159,81,48,33,7,0,7,170,143,27,80,0,80,0,0,0,0,0,0,5Y20,King County Balance,,,,,303.06
384,53033030308,"Census Tract 303.08, King County, Washington",5505,3674,526,408,118,0,0,0,0,0,0,165,45,120,14,14,0,215,47,168,47,31,16,118,18,100,188,62,126,219,109,110,16,0,16,323,243,80,5Y20,King County Balance,,,,,303.08
385,53033030309,"Census Tract 303.09, King County, Washington",5160,3666,207,147,60,103,16,87,0,0,0,24,12,12,4,0,4,410,176,234,79,45,34,39,29,10,234,194,40,63,63,0,0,0,0,331,331,0,5Y20,King County Balance,,,,,303.09
386,53033030310,"Census Tract 303.10, King County, Washington",6534,4323,436,274,162,11,11,0,37,21,16,162,84,78,38,38,0,446,331,115,59,25,34,193,71,122,485,291,194,333,150,183,0,0,0,11,11,0,5Y20,King County Balance,,,,,303.1
387,53033030311,"Census Tract 303.11, King County, Washington",4362,3365,500,308,192,7,7,0,0,0,0,7,0,7,0,0,0,112,96,16,90,56,34,29,11,18,84,45,39,50,50,0,0,0,0,118,61,57,5Y20,King County Balance,,,,,303.11
388,53033030312,"Census Tract 303.12, King County, Washington",4663,3225,502,416,86,5,5,0,5,0,5,217,88,129,0,0,0,304,124,180,115,23,92,12,0,12,51,30,21,62,48,14,0,0,0,165,165,0,5Y20,King County Balance,,,,,303.12
389,53033030313,"Census Tract 303.13, King County, Washington",4685,2549,692,351,341,19,3,16,0,0,0,279,118,161,277,130,147,225,132,93,0,0,0,265,74,191,78,32,46,74,30,44,0,0,0,227,72,155,5Y20,King County Balance,,,,,303.13
390,53033030314,"Census Tract 303.14, King County, Washington",4356,2645,600,481,119,0,0,0,0,0,0,0,0,0,0,0,0,412,59,353,10,0,10,339,21,318,76,47,29,67,11,56,0,0,0,207,207,0,5Y20,King County Balance,,,,,303.14
391,53033030403,"Census Tract 304.03, King County, Washington",4704,3821,65,65,0,0,0,0,0,0,0,365,184,181,34,34,0,132,41,91,27,27,0,138,34,104,61,52,9,61,34,27,0,0,0,0,0,0,5Y20,King County Balance,,,,,304.03
392,53033030404,"Census Tract 304.04, King County, Washington",4456,3193,312,196,116,0,0,0,0,0,0,477,210,267,85,49,36,129,28,101,18,18,0,36,22,14,27,27,0,45,19,26,0,0,0,134,99,35,5Y20,King County Balance,,,,,304.04
393,53033030405,"Census Tract 304.05, King County, Washington",3412,2603,92,60,32,0,0,0,0,0,0,551,283,268,0,0,0,30,0,30,17,17,0,11,11,0,18,18,0,72,72,0,0,0,0,18,0,18,5Y20,King County Balance,,,,,304.05
394,53033030406,"Census Tract 304.06, King County, Washington",2855,2338,292,152,140,0,0,0,0,0,0,168,12,156,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,5Y20,King County Balance,,,,,304.06
395,53033030407,"Census Tract 304.07, King County, Washington",2137,1159,29,29,0,0,0,0,25,25,0,427,312,115,3,3,0,285,135,150,0,0,0,77,24,53,109,0,109,23,23,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,304.07
396,53033030501,"Census Tract 305.01, King County, Washington",2094,1589,146,101,45,0,0,0,32,24,8,118,58,60,35,35,0,0,0,0,0,0,0,0,0,0,39,18,21,117,68,49,0,0,0,18,7,11,5Y20,King County Balance,,,,,305.01
397,53033030503,"Census Tract 305.03, King County, Washington",4515,3022,232,63,169,46,46,0,0,0,0,439,236,203,105,74,31,0,0,0,22,10,12,0,0,0,39,39,0,94,84,10,77,0,77,439,342,97,5Y20,King County Balance,,,,,305.03
398,53033030504,"Census Tract 305.04, King County, Washington",4455,3049,259,180,79,60,7,53,10,10,0,311,150,161,128,113,15,24,0,24,25,0,25,0,0,0,72,0,72,153,137,16,7,7,0,357,334,23,5Y20,King County Balance,,,,,305.04
399,53033030600,"Census Tract 306, King County, Washington",5512,4239,700,460,240,14,14,0,29,29,0,95,40,55,0,0,0,36,36,0,121,57,64,51,13,38,0,0,0,207,207,0,0,0,0,20,20,0,5Y20,King County Balance,,,,,306
400,53033030700,"Census Tract 307, King County, Washington",3919,2429,946,520,426,0,0,0,0,0,0,74,8,66,0,0,0,0,0,0,11,11,0,47,0,47,62,9,53,278,213,65,0,0,0,72,72,0,5Y20,King County Balance,,,,,307
401,53033030801,"Census Tract 308.01, King County, Washington",6176,3228,2506,1371,1135,73,73,0,10,10,0,130,79,51,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0,83,0,83,0,0,0,128,91,37,5Y20,King County Balance,,,,,308.01
402,53033030802,"Census Tract 308.02, King County, Washington",3315,2313,333,187,146,0,0,0,0,0,0,51,7,44,18,18,0,0,0,0,46,0,46,0,0,0,98,22,76,456,116,340,0,0,0,0,0,0,5Y20,King County Balance,,,,,308.02
403,53033030901,"Census Tract 309.01, King County, Washington",3726,2457,517,290,227,4,4,0,10,10,0,59,10,49,177,172,5,0,0,0,0,0,0,6,0,6,124,85,39,287,175,112,0,0,0,85,64,21,5Y20,King County Balance,,,,,309.01
404,53033030902,"Census Tract 309.02, King County, Washington",5577,4170,514,449,65,0,0,0,0,0,0,291,182,109,4,0,4,0,0,0,0,0,0,0,0,0,326,220,106,272,189,83,0,0,0,0,0,0,5Y20,King County Balance,,,,,309.02
405,53033031000,"Census Tract 310, King County, Washington",4019,3357,93,61,32,122,122,0,0,0,0,61,51,10,21,10,11,21,15,6,48,9,39,100,50,50,69,69,0,75,58,17,0,0,0,52,52,0,5Y20,King County Balance,,,,,310
406,53033031101,"Census Tract 311.01, King County, Washington",4230,3163,592,366,226,6,0,6,0,0,0,35,31,4,7,3,4,0,0,0,0,0,0,22,9,13,73,39,34,307,134,173,0,0,0,25,25,0,5Y20,King County Balance,,,,,311.01
407,53033031102,"Census Tract 311.02, King County, Washington",2938,2394,349,177,172,4,4,0,0,0,0,4,4,0,5,5,0,0,0,0,51,24,27,2,0,2,20,9,11,97,76,21,0,0,0,12,7,5,5Y20,King County Balance,,,,,311.02
408,53033031202,"Census Tract 312.02, King County, Washington",6151,5800,277,194,83,6,0,6,11,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,5,0,0,0,49,36,13,5Y20,King County Balance,,,,,312.02
409,53033031204,"Census Tract 312.04, King County, Washington",5620,5001,317,217,100,83,83,0,43,43,0,29,29,0,75,52,23,27,27,0,0,0,0,28,28,0,2,2,0,15,0,15,0,0,0,0,0,0,5Y20,King County Balance,,,,,312.04
410,53033031206,"Census Tract 312.06, King County, Washington",5393,3233,1188,708,480,0,0,0,11,11,0,174,98,76,111,31,80,53,0,53,246,132,114,51,5,46,18,18,0,175,0,175,133,33,100,0,0,0,5Y20,King County Balance,,,,,312.06
411,53033031207,"Census Tract 312.07, King County, Washington",3766,2698,194,24,170,0,0,0,0,0,0,120,56,64,421,156,265,0,0,0,70,47,23,181,181,0,0,0,0,58,37,21,24,0,24,0,0,0,5Y20,King County Balance,,,,,312.07
412,53033031208,"Census Tract 312.08, King County, Washington",4221,2724,518,289,229,0,0,0,0,0,0,340,247,93,145,127,18,40,19,21,155,114,41,17,0,17,267,168,99,15,15,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,312.08
413,53033031301,"Census Tract 313.01, King County, Washington",2089,1853,210,140,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,9,9,0,0,0,0,0,0,0,5,5,0,5Y20,King County Balance,,,,,313.01
414,53033031302,"Census Tract 313.02, King County, Washington",4146,3650,422,191,231,0,0,0,27,27,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,29,29,0,5Y20,King County Balance,,,,,313.02
415,53033031400,"Census Tract 314, King County, Washington",5885,5593,202,58,144,13,0,13,0,0,0,15,15,0,1,1,0,0,0,0,0,0,0,0,0,0,13,13,0,48,48,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,314
416,53033031501,"Census Tract 315.01, King County, Washington",3699,3573,9,9,0,0,0,0,12,12,0,21,21,0,0,0,0,0,0,0,19,10,9,0,0,0,0,0,0,65,51,14,0,0,0,0,0,0,5Y20,King County Balance,,,,,315.01
417,53033031502,"Census Tract 315.02, King County, Washington",4524,4102,356,161,195,0,0,0,18,18,0,37,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,315.02
418,53033031601,"Census Tract 316.01, King County, Washington",5343,4795,232,127,105,13,13,0,66,49,17,0,0,0,110,98,12,6,0,6,37,0,37,58,58,0,0,0,0,13,0,13,0,0,0,13,13,0,5Y20,King County Balance,,,,,316.01
419,53033031603,"Census Tract 316.03, King County, Washington",6508,5763,247,73,174,36,36,0,0,0,0,0,0,0,9,9,0,97,97,0,12,12,0,0,0,0,0,0,0,344,236,108,0,0,0,0,0,0,5Y20,King County Balance,,,,,316.03
420,53033031604,"Census Tract 316.04, King County, Washington",5319,4583,123,83,40,0,0,0,24,24,0,18,18,0,119,81,38,107,93,14,17,17,0,47,24,23,95,71,24,131,62,69,21,21,0,34,34,0,5Y20,King County Balance,,,,,316.04
421,53033031605,"Census Tract 316.05, King County, Washington",4504,3624,622,515,107,0,0,0,10,0,10,56,45,11,34,0,34,23,23,0,6,6,0,0,0,0,118,118,0,0,0,0,0,0,0,11,11,0,5Y20,King County Balance,,,,,316.05
422,53033031704,"Census Tract 317.04, King County, Washington",5998,3838,548,267,281,53,53,0,7,7,0,112,63,49,175,114,61,5,5,0,26,18,8,29,0,29,476,231,245,405,295,110,302,104,198,22,0,22,5Y20,King County Balance,,,,,317.04
423,53033031705,"Census Tract 317.05, King County, Washington",3871,3164,97,97,0,0,0,0,0,0,0,168,123,45,110,11,99,0,0,0,119,33,86,0,0,0,82,30,52,110,43,67,0,0,0,21,0,21,5Y20,King County Balance,,,,,317.05
424,53033031707,"Census Tract 317.07, King County, Washington",2473,2098,98,72,26,0,0,0,47,47,0,15,15,0,0,0,0,0,0,0,54,13,41,0,0,0,17,0,17,144,106,38,0,0,0,0,0,0,5Y20,King County Balance,,,,,317.07
425,53033031708,"Census Tract 317.08, King County, Washington",3791,2665,336,210,126,0,0,0,0,0,0,405,307,98,240,144,96,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,48,48,0,72,72,0,5Y20,King County Balance,,,,,317.08
426,53033031709,"Census Tract 317.09, King County, Washington",3558,2584,56,31,25,0,0,0,0,0,0,486,433,53,10,10,0,0,0,0,190,80,110,19,11,8,105,73,32,108,86,22,0,0,0,0,0,0,5Y20,King County Balance,,,,,317.09
427,53033031710,"Census Tract 317.10, King County, Washington",4290,3625,351,299,52,0,0,0,0,0,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,93,24,69,39,23,16,25,25,0,38,38,0,5Y20,King County Balance,,,,,317.1
428,53033031800,"Census Tract 318, King County, Washington",4652,3245,82,41,41,6,6,0,17,17,0,187,132,55,455,267,188,17,17,0,59,13,46,5,0,5,138,76,62,115,53,62,111,81,30,215,106,109,5Y20,King County Balance,,,,,318
429,53033031904,"Census Tract 319.04, King County, Washington",3443,3269,79,56,23,48,38,10,7,7,0,0,0,0,8,8,0,0,0,0,19,19,0,0,0,0,1,1,0,12,12,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,319.04
430,53033031906,"Census Tract 319.06, King County, Washington",3434,2700,37,25,12,66,23,43,51,42,9,41,41,0,77,77,0,0,0,0,62,37,25,21,10,11,21,21,0,266,184,82,27,13,14,65,49,16,5Y20,King County Balance,,,,,319.06
431,53033031908,"Census Tract 319.08, King County, Washington",4034,3344,97,97,0,0,0,0,0,0,0,52,25,27,0,0,0,21,3,18,26,0,26,54,17,37,55,29,26,158,29,129,41,41,0,186,186,0,5Y20,King County Balance,,,,,319.08
432,53033031909,"Census Tract 319.09, King County, Washington",2963,2267,98,61,37,0,0,0,5,5,0,67,0,67,8,8,0,0,0,0,86,15,71,55,18,37,68,68,0,124,102,22,40,13,27,145,61,84,5Y20,King County Balance,,,,,319.09
433,53033031910,"Census Tract 319.10, King County, Washington",4180,3117,98,52,46,15,15,0,18,18,0,198,8,190,217,136,81,71,36,35,217,28,189,16,16,0,115,78,37,48,48,0,0,0,0,50,50,0,5Y20,King County Balance,,,,,319.1
434,53033031911,"Census Tract 319.11, King County, Washington",3918,2555,86,86,0,50,50,0,0,0,0,527,484,43,54,54,0,32,0,32,296,101,195,117,80,37,0,0,0,27,13,14,43,0,43,131,85,46,5Y20,King County Balance,,,,,319.11
435,53033031912,"Census Tract 319.12, King County, Washington",4215,3327,456,315,141,31,31,0,15,15,0,84,84,0,28,14,14,0,0,0,52,35,17,87,83,4,0,0,0,135,93,42,0,0,0,0,0,0,5Y20,King County Balance,,,,,319.12
436,53033031913,"Census Tract 319.13, King County, Washington",3568,3187,97,51,46,0,0,0,10,0,10,0,0,0,26,26,0,0,0,0,110,56,54,57,41,16,47,47,0,26,26,0,0,0,0,8,8,0,5Y20,King County Balance,,,,,319.13
437,53033032002,"Census Tract 320.02, King County, Washington",2802,2712,18,18,0,0,0,0,0,0,0,39,27,12,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,5Y20,King County Balance,,,,,320.02
438,53033032003,"Census Tract 320.03, King County, Washington",5188,4932,31,31,0,17,17,0,17,17,0,27,27,0,20,20,0,0,0,0,103,8,95,0,0,0,0,0,0,41,25,16,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.03
439,53033032005,"Census Tract 320.05, King County, Washington",6991,5411,591,405,186,108,57,51,25,25,0,144,94,50,23,0,23,0,0,0,0,0,0,0,0,0,288,217,71,380,203,177,21,21,0,0,0,0,5Y20,King County Balance,,,,,320.05
