OBJECTID,GEOID,NAME,C16001_001E,C16001_002E,C16001_003E,C16001_004E,C16001_005E,C16001_006E,C16001_007E,C16001_008E,C16001_009E,C16001_010E,C16001_011E,C16001_012E,C16001_013E,C16001_014E,C16001_015E,C16001_016E,C16001_017E,C16001_018E,C16001_019E,C16001_020E,C16001_021E,C16001_022E,C16001_023E,C16001_024E,C16001_025E,C16001_026E,C16001_027E,C16001_028E,C16001_029E,C16001_030E,C16001_031E,C16001_032E,C16001_033E,C16001_034E,C16001_035E,C16001_036E,C16001_037E,C16001_038E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
1467,53033020100,"Census Tract 201, King County, Washington",3226,2704,48,26,22,29,29,0,18,18,0,14,8,6,49,40,9,0,0,0,288,123,165,0,0,0,22,17,5,40,28,12,0,0,0,14,14,0,5Y21,King County Balance,,,,,201
1468,53033020200,"Census Tract 202, King County, Washington",5160,4417,76,76,0,0,0,0,60,60,0,168,105,63,107,67,40,28,13,15,114,67,47,81,47,34,0,0,0,49,0,49,60,43,17,0,0,0,5Y21,King County Balance,,,,,202
1469,53033020301,"Census Tract 203.01, King County, Washington",3217,2020,189,168,21,0,0,0,20,20,0,40,25,15,148,77,71,292,0,292,118,24,94,8,0,8,140,127,13,95,75,20,34,0,34,113,0,113,5Y21,King County Balance,,,,,203.01
1470,53033020302,"Census Tract 203.02, King County, Washington",3752,2378,232,150,82,179,179,0,0,0,0,45,26,19,60,60,0,119,17,102,120,108,12,60,0,60,88,88,0,186,166,20,0,0,0,285,269,16,5Y21,King County Balance,,,,,203.02
1471,53033020401,"Census Tract 204.01, King County, Washington",3786,2784,141,91,50,8,8,0,15,15,0,42,42,0,107,89,18,20,5,15,143,76,67,39,30,9,30,23,7,88,59,29,0,0,0,369,369,0,5Y21,King County Balance,,,,,204.01
1472,53033020402,"Census Tract 204.02, King County, Washington",5340,3974,140,112,28,44,44,0,0,0,0,250,181,69,41,24,17,89,14,75,135,82,53,61,34,27,24,9,15,370,323,47,104,51,53,108,77,31,5Y21,King County Balance,,,,,204.02
1473,53033020500,"Census Tract 205, King County, Washington",6942,4137,734,539,195,33,33,0,15,15,0,0,0,0,424,402,22,236,22,214,820,361,459,155,62,93,16,16,0,171,134,37,0,0,0,201,167,34,5Y21,King County Balance,,,,,205
1474,53033020600,"Census Tract 206, King County, Washington",3523,2448,179,96,83,0,0,0,0,0,0,45,0,45,62,53,9,0,0,0,80,23,57,82,11,71,100,29,71,131,105,26,32,0,32,364,190,174,5Y21,King County Balance,,,,,206
1475,53033020700,"Census Tract 207, King County, Washington",3956,2720,321,204,117,32,32,0,15,15,0,32,0,32,69,20,49,0,0,0,145,95,50,7,0,7,38,21,17,187,70,117,0,0,0,390,140,250,5Y21,King County Balance,,,,,207
1476,53033020800,"Census Tract 208, King County, Washington",4360,3578,132,77,55,0,0,0,49,49,0,62,48,14,104,68,36,109,97,12,96,43,53,33,33,0,24,17,7,39,34,5,27,27,0,107,20,87,5Y21,King County Balance,,,,,208
1477,53033020900,"Census Tract 209, King County, Washington",3303,2651,5,5,0,0,0,0,8,8,0,70,56,14,46,39,7,93,58,35,190,133,57,0,0,0,6,6,0,85,62,23,54,31,23,95,95,0,5Y21,King County Balance,,,,,209
1478,53033021000,"Census Tract 210, King County, Washington",5678,4396,39,25,14,0,0,0,0,0,0,130,82,48,383,272,111,0,0,0,285,79,206,49,24,25,169,127,42,0,0,0,160,61,99,67,36,31,5Y21,King County Balance,,,,,210
1479,53033021100,"Census Tract 211, King County, Washington",4075,3199,161,139,22,8,8,0,49,49,0,22,0,22,14,14,0,15,0,15,80,70,10,82,6,76,169,169,0,83,35,48,6,0,6,187,131,56,5Y21,King County Balance,,,,,211
1480,53033021300,"Census Tract 213, King County, Washington",4078,2665,196,165,31,31,0,31,23,12,11,259,77,182,77,77,0,0,0,0,188,131,57,30,30,0,110,101,9,184,122,62,103,62,41,212,212,0,5Y21,King County Balance,,,,,213
1481,53033021400,"Census Tract 214, King County, Washington",3869,3548,50,42,8,0,0,0,36,36,0,0,0,0,31,19,12,0,0,0,92,77,15,24,0,24,47,26,21,41,28,13,0,0,0,0,0,0,5Y21,King County Balance,,,,,214
1482,53033021500,"Census Tract 215, King County, Washington",4783,4396,147,133,14,0,0,0,0,0,0,40,32,8,21,19,2,0,0,0,75,21,54,0,0,0,11,11,0,48,32,16,45,45,0,0,0,0,5Y21,King County Balance,,,,,215
1483,53033021600,"Census Tract 216, King County, Washington",4712,3625,127,69,58,33,33,0,20,13,7,41,41,0,323,226,97,123,14,109,314,132,182,0,0,0,0,0,0,43,28,15,0,0,0,63,63,0,5Y21,King County Balance,,,,,216
1484,53033021701,"Census Tract 217.01, King County, Washington",4287,2919,0,0,0,0,0,0,0,0,0,0,0,0,204,132,72,31,11,20,469,357,112,70,42,28,29,29,0,227,150,77,0,0,0,338,338,0,5Y21,King County Balance,,,,,217.01
1485,53033021702,"Census Tract 217.02, King County, Washington",4740,3178,442,235,207,0,0,0,47,47,0,185,127,58,60,38,22,139,49,90,219,195,24,41,41,0,53,13,40,107,64,43,115,0,115,154,128,26,5Y21,King County Balance,,,,,217.02
1486,53033021802,"Census Tract 218.02, King County, Washington",5895,3795,618,566,52,55,31,24,32,32,0,63,36,27,508,398,110,156,119,37,130,47,83,255,87,168,0,0,0,222,199,23,61,61,0,0,0,0,5Y21,King County Balance,,,,,218.02
1487,53033021803,"Census Tract 218.03, King County, Washington",5472,4324,100,91,9,0,0,0,0,0,0,218,137,81,319,265,54,0,0,0,174,0,174,11,11,0,0,0,0,220,133,87,73,73,0,33,33,0,5Y21,King County Balance,,,,,218.03
1488,53033021804,"Census Tract 218.04, King County, Washington",4923,3405,776,391,385,30,30,0,7,7,0,99,56,43,148,119,29,29,10,19,212,26,186,20,20,0,21,21,0,107,107,0,0,0,0,69,67,2,5Y21,King County Balance,,,,,218.04
1489,53033021903,"Census Tract 219.03, King County, Washington",6036,4816,310,267,43,0,0,0,0,0,0,18,18,0,395,295,100,80,0,80,57,38,19,14,14,0,0,0,0,151,37,114,0,0,0,195,195,0,5Y21,King County Balance,,,,,219.03
1490,53033021904,"Census Tract 219.04, King County, Washington",5156,3047,259,163,96,37,27,10,4,4,0,192,134,58,609,577,32,8,8,0,260,137,123,53,24,29,12,6,6,601,292,309,57,19,38,17,17,0,5Y21,King County Balance,,,,,219.04
1491,53033021905,"Census Tract 219.05, King County, Washington",5286,3782,421,257,164,0,0,0,31,31,0,19,10,9,524,442,82,39,27,12,256,99,157,0,0,0,27,11,16,151,9,142,12,0,12,24,24,0,5Y21,King County Balance,,,,,219.05
1492,53033021906,"Census Tract 219.06, King County, Washington",4740,2769,377,287,90,55,55,0,39,39,0,146,128,18,515,412,103,60,60,0,324,211,113,12,12,0,57,20,37,324,309,15,20,11,9,42,42,0,5Y21,King County Balance,,,,,219.06
1493,53033022001,"Census Tract 220.01, King County, Washington",5219,4135,495,403,92,0,0,0,0,0,0,92,56,36,105,105,0,0,0,0,158,126,32,0,0,0,123,79,44,44,29,15,0,0,0,67,67,0,5Y21,King County Balance,,,,,220.01
1494,53033022003,"Census Tract 220.03, King County, Washington",5215,3709,499,346,153,23,23,0,92,92,0,186,181,5,414,252,162,6,0,6,150,134,16,23,0,23,0,0,0,83,67,16,21,21,0,9,9,0,5Y21,King County Balance,,,,,220.03
1495,53033022005,"Census Tract 220.05, King County, Washington",4463,2782,376,228,148,0,0,0,20,20,0,187,82,105,434,242,192,73,0,73,336,151,185,0,0,0,29,29,0,127,127,0,66,12,54,33,17,16,5Y21,King County Balance,,,,,220.05
1496,53033022006,"Census Tract 220.06, King County, Washington",4020,3048,115,106,9,0,0,0,0,0,0,92,73,19,344,253,91,17,17,0,210,72,138,28,14,14,8,8,0,98,89,9,59,59,0,1,1,0,5Y21,King County Balance,,,,,220.06
1497,53033022101,"Census Tract 221.01, King County, Washington",4838,3948,147,70,77,39,39,0,18,18,0,0,0,0,162,131,31,24,24,0,149,105,44,33,12,21,0,0,0,195,124,71,123,104,19,0,0,0,5Y21,King County Balance,,,,,221.01
1498,53033022102,"Census Tract 221.02, King County, Washington",6227,4599,513,282,231,11,11,0,12,12,0,186,153,33,411,235,176,79,0,79,258,151,107,0,0,0,77,39,38,81,64,17,0,0,0,0,0,0,5Y21,King County Balance,,,,,221.02
1499,53033022201,"Census Tract 222.01, King County, Washington",4444,3667,76,67,9,27,27,0,59,59,0,70,70,0,126,85,41,0,0,0,81,68,13,18,18,0,83,31,52,237,162,75,0,0,0,0,0,0,5Y21,King County Balance,,,,,222.01
1500,53033022203,"Census Tract 222.03, King County, Washington",4828,3689,23,23,0,22,22,0,37,37,0,100,90,10,302,302,0,124,66,58,283,83,200,0,0,0,0,0,0,219,219,0,0,0,0,29,20,9,5Y21,King County Balance,,,,,222.03
1501,53033022204,"Census Tract 222.04, King County, Washington",3205,2683,123,73,50,0,0,0,0,0,0,49,49,0,262,172,90,0,0,0,79,18,61,0,0,0,1,0,1,0,0,0,0,0,0,8,8,0,5Y21,King County Balance,,,,,222.04
1502,53033022205,"Census Tract 222.05, King County, Washington",3678,2715,73,73,0,34,34,0,18,18,0,213,169,44,256,231,25,0,0,0,204,126,78,80,0,80,0,0,0,39,25,14,0,0,0,46,46,0,5Y21,King County Balance,,,,,222.05
1503,53033022300,"Census Tract 223, King County, Washington",2496,1940,49,35,14,40,32,8,23,23,0,23,16,7,200,193,7,0,0,0,112,64,48,28,0,28,0,0,0,27,27,0,54,54,0,0,0,0,5Y21,King County Balance,,,,,223
1504,53033022401,"Census Tract 224.01, King County, Washington",3186,2519,293,217,76,15,15,0,0,0,0,92,79,13,108,95,13,0,0,0,150,71,79,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5Y21,King County Balance,,,,,224.01
1505,53033022402,"Census Tract 224.02, King County, Washington",5277,4228,117,30,87,47,47,0,57,43,14,150,117,33,396,318,78,63,36,27,169,139,30,0,0,0,1,0,1,49,49,0,0,0,0,0,0,0,5Y21,King County Balance,,,,,224.02
1506,53033022501,"Census Tract 225.01, King County, Washington",4484,3335,245,119,126,13,13,0,0,0,0,89,52,37,171,133,38,0,0,0,130,103,27,10,10,0,31,0,31,237,237,0,31,31,0,192,179,13,5Y21,King County Balance,,,,,225.01
1507,53033022502,"Census Tract 225.02, King County, Washington",3607,2535,163,142,21,22,22,0,0,0,0,64,64,0,306,301,5,38,38,0,193,52,141,0,0,0,0,0,0,173,151,22,0,0,0,113,113,0,5Y21,King County Balance,,,,,225.02
1508,53033022603,"Census Tract 226.03, King County, Washington",5886,4161,215,87,128,0,0,0,75,75,0,167,105,62,311,176,135,54,0,54,737,393,344,1,0,1,15,15,0,150,78,72,0,0,0,0,0,0,5Y21,King County Balance,,,,,226.03
1509,53033022604,"Census Tract 226.04, King County, Washington",4477,3328,81,43,38,24,12,12,0,0,0,99,79,20,266,253,13,56,0,56,289,245,44,7,0,7,0,0,0,288,273,15,0,0,0,39,39,0,5Y21,King County Balance,,,,,226.04
